1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1114,1320,3,No,646,GLQ,468,576,Unf,2004,1114,Gd,13695,66,443,102,5,5,1114,2004,2004,159000
1339,885,3,No,504,LwQ,525,294,Unf,1958,1339,TA,7560,70,100,80,6,5,1029,1958,1965,139000
1158,1218,4,Av,1390,Unf,1158,853,RFn,2005,2376,Gd,14215,101,380,154,5,8,1158,2005,2006,325300
1108,941,3,No,170,Unf,637,280,Unf,1930,1108,Gd,7449,57,528,52,7,7,637,1930,1967,139400
1795,1218,3,No,1154,ALQ,1777,534,RFn,2002,1795,Gd,9742,75,281,159,5,8,1777,2002,2002,230000
1060,620,3,No,840,GLQ,200,572,Unf,1976,1060,TA,4224,44,762,110,7,5,1040,1976,1976,129900
1060,574,3,Mn,188,Rec,204,270,Unf,1968,1060,Gd,8246,79,128,90,8,5,1060,1968,2001,154000
1600,795,3,No,1238,Unf,1566,890,RFn,2007,1600,Gd,14230,110,640,56,5,8,1566,2007,2007,256300
900,688,3,Mn,234,GLQ,180,576,Unf,2005,900,Gd,7200,60,220,32,7,5,900,1951,2000,134800
1704,656,3,No,1218,GLQ,486,772,RFn,2008,1704,Gd,11478,98,200,50,5,8,1704,2007,2008,306000
1600,704,2,Gd,1277,BLQ,207,319,RFn,1957,1600,TA,16321,47,359,258,6,5,1484,1957,1997,207500
520,1152,1,No,378,Unf,520,240,Unf,1920,520,Fa,6324,60,98,45,6,4,520,1927,1959,68500
649,668,3,No,1398,Unf,649,250,Unf,1920,1317,TA,8500,50,584,54,4,4,649,1920,1995,40000
1228,1142,3,No,460,Unf,1228,271,Unf,1966,1228,Gd,8544,32,210,65,6,5,1228,1966,2006,149350
1234,720,3,Av,1036,Unf,1234,484,RFn,2007,1234,Gd,11049,85,350,30,5,8,1234,2007,2007,179900
1700,584,4,No,1018,Rec,380,447,RFn,1959,1700,Gd,10552,70,232,38,5,5,1398,1959,1959,165500
1561,864,2,No,1153,GLQ,408,556,Fin,2005,1561,Ex,7313,60,246,47,5,9,1561,2005,2005,277500
1132,1320,4,Av,705,Unf,1117,691,Fin,2004,2452,Gd,13418,108,132,32,5,8,1117,2004,2005,309000
1097,1796,3,No,786,Unf,1097,672,Unf,1995,1097,TA,10859,112,50,64,5,5,1097,1994,1995,145000
1297,871,3,No,1213,Rec,84,498,Fin,1954,1297,TA,8532,74,650,20,6,5,1297,1954,1990,153000
1057,600,3,No,731,GLQ,326,246,Unf,1953,1057,Gd,7922,68,226,52,7,5,1057,1953,2007,109000
1152,956,3,None,1071,None,730,441,None,1955,1152,Fa,6040,65,336,189,5,4,1588,1955,1955,82000
1324,862,3,No,643,Rec,445,440,Fin,1965,1324,TA,8658,84,101,138,5,6,1088,1965,1965,160000
1328,755,2,Gd,967,BLQ,383,308,Unf,1959,1328,TA,16905,115,290,104,6,5,1350,1959,1959,170000
884,739,2,Av,747,ALQ,600,504,RFn,1983,884,Gd,9180,67,268,144,7,5,840,1983,1983,144000
938,438,3,Av,280,LwQ,167,308,Unf,1977,938,TA,9200,86,300,24,6,5,938,1975,1980,130250
1150,720,3,No,179,ALQ,465,300,RFn,1959,1150,TA,7945,70,452,18,6,5,1150,1959,1959,141000
1752,406,2,No,456,GLQ,1296,576,RFn,2005,1752,Ex,7658,61,412,82,5,9,1752,2005,2005,319900
1518,631,1,No,1351,GLQ,83,670,RFn,2003,2149,Gd,12822,48,256,43,5,7,1434,2003,2003,239686
1656,591,3,Av,24,GLQ,1632,826,RFn,2006,1656,Gd,11096,84,245,146,5,8,1656,2006,2006,249700
736,716,2,No,414,Unf,736,352,None,1920,1452,TA,4456,33,106,174,5,4,736,1920,2008,113000
955,983,3,No,763,BLQ,192,386,Unf,1966,955,TA,7742,66,428,36,7,5,955,1966,1966,127000
794,676,3,Av,182,GLQ,612,388,Fin,1997,1470,TA,13869,65,176,75,6,6,794,1997,1997,177000
816,896,3,No,900,Unf,816,528,Unf,1985,1176,TA,6240,52,218,108,6,6,816,1934,1991,114500
816,716,2,Gd,104,LwQ,366,516,Unf,1963,816,TA,8472,110,74,51,5,5,816,1963,1963,110000
1842,754,0,Gd,1810,GLQ,32,894,Fin,1981,1842,Gd,50271,68,300,72,5,9,1842,1981,1987,385000
1360,765,2,No,384,ALQ,1017,572,Unf,1962,1360,TA,7134,60,305,50,5,5,384,1955,1955,130000
1425,668,3,No,490,BLQ,935,576,RFn,1964,1425,TA,10175,100,272,88,5,6,1425,1964,1964,180500
983,756,3,No,649,GLQ,321,480,Fin,1999,1739,Gd,2645,24,456,120,5,8,970,1999,2000,172500
860,1218,3,No,585,Unf,860,565,RFn,2004,1720,Gd,11645,89,157,70,5,7,860,2004,2004,196500
1426,1519,3,Gd,567,Unf,1410,641,Fin,2006,2945,Gd,13682,66,1031,46,5,10,1410,2006,2006,438780
780,548,2,Av,632,ALQ,148,352,Unf,1973,780,TA,7200,60,106,168,7,5,780,1972,1972,124900
1158,784,3,No,941,ALQ,217,576,Unf,2006,1158,Gd,13072,63,312,50,5,6,1158,2004,2004,158000
581,530,3,No,569,Unf,530,288,Unf,1935,1111,Fa,7200,60,573,28,7,5,530,1920,1996,101000
1370,390,2,Mn,24,GLQ,1346,484,RFn,2006,1370,Gd,6442,44,178,49,5,8,1370,2006,2006,202500
902,808,3,No,445,Unf,576,480,Unf,1990,1710,TA,10300,50,640,11,6,7,576,1921,1977,140000
1057,977,3,No,739,GLQ,318,645,RFn,1998,2034,Gd,9375,70,573,36,5,7,1057,1997,1998,219500
1143,1330,4,Av,444,Unf,1143,852,Unf,2004,2473,Gd,9591,76,344,151,5,8,1143,2004,2005,317000
2207,857,3,Gd,912,GLQ,1035,576,RFn,1970,2207,TA,19900,60,287,30,5,7,1947,1970,1989,180000
1479,521,3,Av,1013,GLQ,440,558,RFn,2003,1479,Gd,10665,72,167,29,5,7,1453,2003,2003,226000
747,765,2,No,804,Unf,747,220,Unf,1945,747,TA,4608,47,270,76,6,4,747,1945,1962,80000
1304,983,2,No,603,BLQ,701,667,Fin,1953,2287,TA,15593,81,604,21,4,7,1304,1953,1953,225000
2223,741,3,Gd,1880,ALQ,343,516,Fin,1973,2223,TA,13651,95,1115,48,6,7,2223,1973,1973,244000
845,741,2,No,565,ALQ,280,360,Unf,1987,845,TA,7599,69,157,22,6,4,845,1982,2006,129500
885,833,3,No,600,Unf,832,427,Fin,1998,1718,TA,10141,74,40,94,5,7,832,1998,1998,185000
1086,1347,3,No,320,ALQ,404,490,Unf,1989,1086,TA,10200,85,104,39,7,5,1086,1954,2003,144900
840,765,3,No,456,Unf,840,379,Unf,1915,1605,TA,5790,60,158,40,6,3,840,1915,2003,107400
526,462,2,Gd,462,GLQ,540,297,Unf,1973,988,TA,1596,21,106,101,5,4,462,1973,1973,91000
952,514,2,No,228,ALQ,724,283,Unf,1956,952,TA,8475,102,289,144,7,4,952,1956,1956,135750
1072,213,2,No,336,BLQ,295,240,Unf,1948,1285,TA,8635,50,82,22,5,5,672,1948,2001,127000
1768,788,4,No,739,Unf,1768,440,None,1968,1768,TA,10778,72,115,90,5,4,1768,1968,1968,136500
682,548,2,No,380,Unf,440,440,Unf,1966,1230,TA,10440,60,768,113,6,5,440,1910,1981,110000
1182,960,3,No,448,Rec,448,509,Fin,1968,2142,Gd,13000,100,576,72,6,6,896,1968,1968,193500
1337,600,2,No,1201,GLQ,36,405,Fin,1998,1337,TA,4500,32,443,199,5,6,1237,1998,1998,153500
1563,1276,3,No,33,GLQ,1530,758,RFn,2007,1563,Gd,10206,78,468,99,5,8,1563,2007,2007,245000
1065,844,3,No,602,Unf,1065,461,Unf,1974,1065,TA,8892,80,66,39,5,5,1065,1960,1960,126500
804,670,3,No,308,Unf,384,400,Fin,1995,1474,TA,8530,60,22,72,5,7,384,1995,1996,168500
1301,1116,4,No,656,Unf,1288,462,Unf,1991,2417,Gd,16059,121,284,82,5,8,1288,1991,1992,260000
684,876,3,Av,288,Unf,684,400,Fin,2005,1560,Gd,11911,122,288,38,5,6,684,2005,2005,174000
612,612,2,Av,500,Unf,612,528,RFn,2009,1224,Gd,3951,40,76,234,5,6,612,2009,2009,164500
1013,1370,2,No,28,Unf,1013,420,None,1915,1526,Fa,8470,105,16,104,2,3,1013,1915,1982,85000
990,880,3,No,588,Unf,402,264,None,1994,990,TA,8070,60,768,210,5,4,990,1994,1995,123600
1040,1106,2,None,932,LwQ,286,420,Unf,1950,1040,TA,7200,60,772,29,5,4,833,1950,1965,109900
1235,639,2,No,600,Rec,635,480,Unf,1961,1235,TA,8500,85,203,114,3,5,1235,1961,1961,98600
964,840,2,No,713,ALQ,163,432,Unf,1921,964,TA,13360,80,228,170,7,5,876,1921,2006,163500
1260,1031,4,Mn,1046,Rec,168,506,Unf,1900,2291,TA,7200,60,24,166,6,6,1214,1910,1998,133900
905,881,3,No,648,GLQ,176,684,RFn,1997,1786,Gd,9337,69,362,162,5,6,824,1997,1997,204750
680,790,3,No,310,BLQ,370,420,Fin,1993,1470,TA,9765,313,68,63,8,6,680,1993,1993,185000
1588,649,4,Av,1162,ALQ,426,472,RFn,1999,1588,Gd,10264,78,183,29,5,7,1588,1999,1999,214000
960,1152,3,No,520,Rec,440,432,Fin,1965,960,TA,10921,73,48,88,5,4,960,1965,1965,94750
835,1259,2,No,108,ALQ,350,366,Unf,1920,835,TA,10625,85,50,87,5,5,458,1920,1970,83000
1225,1031,3,No,569,ALQ,381,297,None,1959,1225,TA,9320,77,673,144,5,4,950,1959,1959,128950
1610,728,3,Mn,1200,ALQ,410,480,RFn,1977,1610,Gd,10603,50,28,68,7,6,1610,1977,2001,205000
977,755,3,No,956,LwQ,741,476,Fin,1985,1732,Gd,9206,77,336,46,5,6,741,1985,1985,178000
1535,685,4,None,24,None,1008,410,Unf,1979,1535,TA,7018,64,600,44,5,5,1624,1979,1979,118964
1226,975,2,No,588,Unf,1226,740,RFn,2009,1226,Gd,10402,94,340,36,5,7,1226,2009,2009,198900
1226,592,4,No,224,LwQ,816,240,Unf,1951,1818,TA,7758,98,600,32,4,7,1040,1931,1993,169500
1053,880,3,No,224,Unf,1053,648,RFn,2003,1992,Gd,9375,75,768,45,5,8,1053,2003,2004,250000
1047,727,2,No,311,Unf,641,273,Unf,1954,1047,TA,10800,60,208,66,7,4,641,1885,1995,100000
789,1101,2,No,104,ALQ,516,250,Unf,1948,789,TA,6000,50,318,134,5,5,789,1948,1977,115000
997,1357,3,No,297,Unf,793,856,None,1919,1517,Fa,8500,85,442,68,7,5,793,1919,2005,115000
1844,224,3,No,705,BLQ,1139,546,RFn,1977,1844,TA,11751,105,480,122,6,6,1844,1977,1977,190000
1216,639,4,No,444,Rec,550,325,Unf,1954,1855,TA,9525,75,169,69,4,6,994,1954,1972,136900
774,656,3,No,250,GLQ,134,400,Fin,2000,1430,TA,7750,92,100,40,5,7,384,2000,2000,180000
1282,1414,4,Av,984,GLQ,280,792,RFn,2007,2696,Ex,9965,77,220,184,5,7,1264,2007,2007,383970
2259,1312,3,Mn,35,Unf,905,450,Unf,1953,2259,Gd,21000,90,184,120,5,6,1809,1953,1953,217000
1436,884,3,No,774,ALQ,104,180,Unf,1945,2320,Gd,7259,61,312,51,8,6,1028,1945,2002,259500
729,729,2,No,419,GLQ,310,440,Unf,1999,1458,TA,3230,34,1129,32,5,6,729,1999,1999,176000
1092,332,3,No,170,LwQ,252,288,Unf,1962,1092,TA,11616,98,116,20,5,5,1092,1962,1962,139000
1125,739,2,No,311,Unf,1125,430,Unf,2007,1125,TA,8536,74,284,64,5,5,1125,2006,2007,155000
1699,1523,5,Mn,1470,GLQ,203,594,Unf,1990,3222,Gd,12376,90,223,64,5,7,1673,1990,1990,320000
728,728,3,No,806,Unf,728,390,Fin,2005,1456,Gd,8461,65,252,24,5,6,728,2005,2006,163990
988,518,1,Gd,938,ALQ,1176,540,Unf,1969,988,TA,21453,75,261,130,5,6,938,1969,1969,180000
772,351,3,No,595,Unf,732,264,Unf,1979,1123,TA,6060,50,178,50,5,4,732,1939,2006,100000
1080,840,3,No,570,BLQ,510,288,Unf,1958,1080,TA,9464,75,135,39,7,6,1080,1958,1958,136000
1199,866,2,No,300,GLQ,899,530,RFn,1993,1199,Gd,7892,55,40,63,5,6,1199,1993,1993,153900
1586,631,3,No,986,Unf,1362,435,Unf,1979,1586,TA,17043,48,170,192,5,6,1362,1979,1998,181000
520,977,2,Av,490,GLQ,30,288,None,1935,754,TA,6780,60,120,68,8,6,520,1935,1982,84500
958,728,2,No,120,ALQ,958,440,RFn,1977,958,TA,4928,100,38,205,5,6,1078,1976,1976,128000
840,534,3,No,116,LwQ,556,576,None,1930,840,TA,4388,55,45,136,7,5,672,1930,2006,87000
660,688,3,No,512,BLQ,148,453,RFn,1966,1348,TA,7590,69,266,108,5,6,660,1966,1966,155000
1053,438,3,No,567,Rec,413,750,RFn,1998,1053,Ex,8973,69,85,80,7,5,1008,1958,1991,150000
1216,941,4,No,445,Rec,479,487,Unf,1966,2157,Gd,14200,88,309,66,6,7,924,1966,1966,226000
1022,1032,3,No,695,GLQ,297,390,RFn,2000,2054,Gd,12224,21,40,48,5,6,992,2000,2000,244000
1327,888,2,No,405,Rec,658,624,Unf,1974,1327,Gd,7388,75,366,38,6,5,1063,1959,2002,150750
1296,795,2,No,1005,GLQ,262,471,Fin,2001,1296,Gd,6853,43,136,25,5,8,1267,2001,2002,220000
1721,988,3,No,570,Rec,891,440,RFn,1968,1721,TA,10335,78,104,96,6,5,1461,1968,1993,180000
1682,319,3,No,772,Unf,1304,530,Unf,1970,1682,TA,10400,80,288,48,6,7,1304,1970,1970,174000
1214,1070,3,No,695,BLQ,519,318,RFn,1967,1214,TA,10355,60,196,111,5,5,1214,1967,1967,143000
1959,672,5,No,617,Unf,1907,766,Unf,1989,1959,TA,11070,82,70,36,5,7,1907,1988,1989,171000
1004,848,3,Mn,668,GLQ,336,660,Fin,1999,1852,Gd,9066,73,320,106,5,8,1004,1999,2000,230000
928,836,3,No,821,GLQ,107,470,RFn,1997,1764,Gd,15426,65,82,99,5,6,928,1997,1997,231500
864,110,3,No,432,ALQ,432,693,None,1971,864,TA,10500,70,126,36,5,4,864,1971,1971,115000
1734,332,3,Av,1300,GLQ,434,660,RFn,2005,1734,Gd,11645,78,375,24,5,7,1734,2005,2005,260000
910,1218,4,No,507,Rec,403,720,Unf,2000,1385,TA,8520,71,424,176,4,5,910,1952,1952,166000
1501,745,3,Gd,679,GLQ,811,577,RFn,1999,1501,Gd,10335,78,183,29,5,7,1490,1999,1999,204000
1728,517,6,No,1332,Rec,396,504,Unf,1963,1728,TA,9100,70,336,30,5,5,1728,1963,1963,125000
970,739,3,No,1016,Unf,970,380,Unf,2004,1709,Gd,2522,24,50,40,5,6,970,2004,2006,130000
875,797,2,No,209,BLQ,506,180,Unf,1931,875,TA,6120,51,510,136,7,5,715,1931,1993,105000
884,1151,3,No,2,Unf,884,434,Fin,2001,2035,Gd,9505,78,180,48,5,7,884,2001,2001,222500
1080,887,3,No,680,GLQ,400,480,None,2004,1080,Gd,7500,63,120,78,5,7,1080,2004,2005,141000
896,448,3,No,936,Unf,896,240,Unf,1936,1344,TA,6240,68,448,114,4,5,896,1936,2006,115000
969,1051,3,Av,716,BLQ,253,440,Unf,1975,969,TA,10356,120,236,46,6,5,969,1975,1975,122000
1710,783,2,Gd,1400,Unf,310,866,RFn,2007,1710,Gd,13891,107,436,102,5,8,1710,2007,2008,372402
1097,896,4,No,416,Rec,409,495,RFn,1971,1993,TA,14803,80,252,66,5,6,825,1971,1971,190000
1252,978,1,Gd,429,BLQ,93,564,RFn,1960,1252,TA,13500,109,56,20,7,6,1602,1960,1975,235000
1200,884,4,No,492,Unf,1200,312,Unf,1923,1200,TA,11340,84,45,130,5,6,1200,1923,2005,125000
572,524,2,No,625,Unf,572,779,None,1924,1096,TA,9600,60,443,8,5,6,572,1924,2005,79000
1040,1818,2,None,595,None,406,625,Unf,1950,1040,TA,7200,60,16,98,7,5,729,1950,2005,109500
774,1194,4,No,696,Rec,774,680,Fin,2009,1968,Ex,12003,92,84,75,5,8,774,2009,2010,269500
991,956,3,No,222,GLQ,769,678,RFn,2004,1947,Gd,12552,100,144,136,5,7,991,2004,2005,254900
1392,1070,4,Mn,57,GLQ,1335,576,RFn,2006,2462,Gd,19378,134,456,132,5,7,1392,2005,2006,320000
1232,902,3,No,660,BLQ,572,516,Unf,1984,1232,TA,11120,51,280,73,6,6,1232,1984,1984,162500
1572,1096,3,Av,1016,GLQ,556,726,Fin,2003,2668,Ex,13688,110,664,29,5,9,1572,2003,2004,412500
1541,1281,3,Mn,1201,ALQ,340,532,RFn,2005,1541,Gd,12182,95,226,70,5,7,1541,2005,2005,220000
882,684,1,No,1219,Unf,882,240,None,1956,882,TA,5500,55,31,45,6,4,882,1956,1956,103200
1149,467,3,Mn,370,LwQ,779,216,Unf,1926,1616,Gd,5400,40,348,35,7,6,1149,1926,2004,152000
808,547,4,No,351,ALQ,112,796,None,1940,1355,TA,10106,62,158,96,7,5,644,1940,1999,127500
1867,709,2,No,379,LwQ,470,303,Fin,1955,1867,TA,10708,50,664,30,5,5,1617,1955,1993,190000
1610,551,3,No,1288,GLQ,294,789,Fin,2007,2161,Ex,10562,86,300,120,5,8,1582,2007,2007,325624
840,880,3,No,521,Unf,840,440,Fin,2004,1720,Gd,8244,62,108,48,5,7,840,2004,2004,183500
1707,560,2,No,976,Unf,1686,511,RFn,1981,1707,TA,16669,96,653,64,6,8,1686,1981,1981,228000
854,848,2,No,360,Rec,360,660,Unf,1991,1382,TA,12358,36,302,247,6,5,720,1941,1998,128500
1656,596,3,Gd,639,BLQ,441,528,Fin,1960,1656,TA,31770,141,112,62,5,6,1080,1960,1960,215000
1064,703,2,No,495,GLQ,354,504,RFn,1987,1767,Gd,5306,44,108,35,7,7,1064,1987,1987,239000
1362,600,3,No,288,ALQ,700,504,Unf,1961,1362,TA,10197,80,491,20,5,6,1362,1961,1961,163000
1651,672,3,No,1398,ALQ,616,616,Fin,1986,1651,TA,12416,47,132,69,5,6,1606,1986,1986,184000
2158,602,4,Av,477,ALQ,725,576,Unf,1950,2158,Gd,12615,84,351,29,7,6,1202,1950,2001,243000
1164,896,4,No,831,GLQ,320,521,Fin,1988,2060,TA,10029,97,268,228,5,6,1151,1988,1989,211000
1252,668,4,No,57,ALQ,554,451,Unf,1958,1920,Gd,13650,60,180,112,5,5,1052,1958,1958,172500
2234,844,1,No,1904,GLQ,312,1166,Fin,2009,2234,Ex,17423,63,748,60,5,9,2216,2008,2009,501837
968,685,2,No,194,Unf,968,480,Unf,1935,968,TA,8520,60,426,44,6,5,968,1923,2006,100000
769,756,3,No,436,GLQ,320,440,Unf,2000,1525,Gd,2117,98,456,24,5,6,756,2000,2000,177000
901,901,4,No,352,LwQ,441,216,Unf,1920,1802,TA,7588,54,673,57,6,7,793,1920,2005,200100
1340,840,3,None,285,GLQ,422,252,Fin,1957,1340,TA,9060,60,98,105,6,5,1422,1957,2006,120000
1362,720,3,No,680,Unf,1362,484,Unf,2003,2082,Gd,11426,63,176,238,5,7,1362,2003,2003,200000
936,316,3,No,1198,Unf,504,576,Unf,1986,1252,TA,7438,92,318,72,8,5,504,1908,1991,127000
1518,1518,4,Mn,762,Unf,1107,840,Unf,1993,3608,Ex,22950,90,284,260,9,10,1107,1892,1993,475000
1217,684,3,Av,611,GLQ,577,497,Unf,1990,1217,Gd,9947,70,99,27,5,7,1188,1990,1991,173000
808,704,3,No,552,Unf,660,180,Unf,1916,1656,TA,10410,60,135,48,7,5,660,1916,1987,135000
1224,868,2,Av,1086,GLQ,380,528,Unf,1979,1224,TA,7018,64,275,60,5,5,1086,1979,1979,153337
1593,832,0,Av,1153,GLQ,440,682,Fin,2001,1593,Ex,4923,41,616,120,5,8,1593,2001,2002,286000
1549,1178,3,No,297,Rec,556,440,Unf,1932,2727,Gd,10570,70,464,74,8,8,853,1932,1994,315000
725,754,4,No,626,ALQ,99,484,Fin,1972,1479,Gd,7472,70,138,32,9,7,725,1972,2004,184000
1431,1818,3,Av,560,GLQ,871,666,Fin,1999,1431,Gd,9017,68,256,35,5,7,1431,1999,1999,192000
970,739,4,No,400,Unf,970,380,Unf,2004,1709,Gd,2522,24,50,40,5,7,970,2004,2004,130000
864,729,3,Av,390,ALQ,474,352,Unf,1989,864,TA,7180,60,300,82,7,5,864,1972,1972,127000
855,804,3,No,566,ALQ,289,440,Unf,1976,1456,TA,2280,24,272,28,6,6,855,1976,1976,148500
1726,651,3,No,1126,Unf,600,786,Unf,2007,1726,Ex,9416,79,205,138,5,7,1726,2007,2007,311872
1360,1360,4,No,1036,GLQ,140,795,Unf,1918,3112,Gd,25419,174,16,16,4,8,1360,1918,1990,235000
929,929,5,No,956,Unf,755,250,None,1912,2229,TA,5520,92,160,198,6,6,755,1912,1977,104000
1713,167,3,Av,1088,GLQ,625,856,Fin,2004,1713,Ex,9591,76,262,26,5,8,1713,2004,2005,274900
1121,639,2,No,351,Unf,1121,440,RFn,2003,1121,TA,8546,80,138,64,5,4,1121,2003,2004,140000
1279,670,3,No,641,ALQ,276,473,Unf,1980,1279,TA,10125,75,340,83,6,6,1196,1977,1977,171500
865,445,2,No,617,LwQ,270,398,Unf,1924,1310,TA,7000,50,256,267,6,6,617,1924,1986,112000
848,843,1,Av,662,GLQ,186,420,RFn,2004,848,Gd,4438,75,205,95,5,6,848,2004,2004,149000
720,564,2,No,312,LwQ,408,240,Unf,1948,1284,TA,3500,50,491,35,7,5,720,1947,2004,110000
1442,956,3,No,624,Unf,1424,500,Unf,1990,1442,TA,11851,99,338,34,5,7,1424,1990,1990,180500
1696,691,3,No,442,Unf,1140,349,None,1962,1696,TA,13673,40,252,30,5,5,1140,1962,1962,143900
1100,408,3,No,419,ALQ,375,312,RFn,1960,1100,TA,12493,57,254,76,5,4,1100,1960,1960,141000
1180,504,3,Gd,1065,GLQ,92,454,Unf,1988,2062,TA,14364,52,128,55,5,7,1157,1988,1989,277000
1092,220,3,No,787,Rec,305,504,RFn,1964,1092,TA,8250,75,260,61,7,6,1092,1964,1964,145000
864,1276,2,No,468,Rec,396,708,None,1925,864,TA,5604,67,766,166,6,5,864,1925,1988,98000
1212,728,3,Mn,36,GLQ,1176,460,RFn,2009,1212,Gd,10420,83,200,22,5,6,1212,2009,2009,186000
932,920,3,No,822,GLQ,78,644,RFn,2009,1852,Gd,8640,72,442,108,5,7,900,2009,2009,252678
990,885,3,No,716,ALQ,274,576,Unf,1996,990,TA,13568,43,338,66,5,5,990,1995,1995,156000
689,703,3,No,378,GLQ,311,299,Fin,1977,1392,TA,10900,75,153,36,7,6,689,1977,1977,161750
1236,807,2,No,360,BLQ,710,447,Unf,1957,1236,Gd,10011,72,64,80,6,5,1070,1957,1996,134450
1436,612,3,Mn,946,GLQ,490,484,RFn,2004,1436,Gd,8450,65,266,98,5,7,1436,2004,2004,210000
810,518,3,No,297,Unf,686,210,Unf,1940,1328,TA,9906,57,143,172,4,4,686,1925,2006,107000
1137,817,3,No,341,BLQ,457,431,RFn,1939,1954,Gd,15660,50,312,119,9,7,798,1939,2006,311500
1248,702,2,Av,16,GLQ,1232,438,Fin,2005,1248,Gd,3010,43,16,140,5,7,1248,2005,2006,167240
1498,732,2,Mn,641,Unf,1498,675,Unf,2006,1498,Gd,8990,73,281,33,5,7,1498,2006,2006,204900
1010,1257,4,No,704,Unf,1010,390,RFn,2002,2267,Gd,8068,85,72,46,5,6,1010,2002,2002,200000
811,741,3,No,550,ALQ,163,434,RFn,1975,1552,TA,11475,85,256,208,6,6,713,1975,1975,179900
864,1104,2,No,524,ALQ,160,576,Unf,1989,864,TA,10500,70,528,154,6,4,864,1971,1971,97000
2392,1330,3,Gd,56,GLQ,2336,968,Fin,2003,2392,Ex,13472,103,922,105,5,10,2392,2003,2003,386250
630,672,3,No,560,Unf,630,280,Unf,1991,1302,TA,1680,21,142,158,5,5,630,1971,1971,112000
1214,1306,4,No,565,GLQ,638,721,Unf,1995,2520,Gd,9950,82,290,114,5,7,1203,1995,1995,290000
483,504,3,No,321,Rec,162,280,Unf,1987,987,TA,1869,21,127,28,6,6,483,1970,1970,106000
912,1254,3,No,842,ALQ,70,336,Unf,1974,912,TA,8521,70,135,140,5,5,912,1967,1967,125000
1555,272,2,Av,16,GLQ,1357,430,Fin,2005,1555,Gd,3182,43,16,20,5,7,1373,2005,2006,192500
1194,912,3,No,240,Unf,1194,312,RFn,1959,1194,TA,8760,73,220,40,6,6,1194,1959,1959,148000
1490,1304,4,No,689,Unf,773,810,Fin,1995,2794,Ex,15138,174,506,146,5,8,1462,1995,1996,403000
483,504,2,No,538,Unf,483,288,Unf,1972,987,TA,1680,21,297,54,5,6,483,1972,1972,94500
894,547,3,Av,182,LwQ,108,308,Unf,1976,894,TA,10650,75,200,24,6,5,894,1976,1976,128200
860,1100,4,No,625,GLQ,235,440,Fin,2002,1960,Gd,7851,60,99,48,5,6,860,2002,2002,216500
483,432,2,No,358,ALQ,125,264,Unf,1971,987,TA,1680,21,604,84,3,6,483,1971,1971,89500
