2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearRemodAdd,SalePrice
998.0,5,1,74.59075003278481,0,20.020676219415993,32.64372471781703,1,52.561868307738074,1,15863.0,102.0,25.099800796022265,4.373486976159252,4,3,824.0,1970,197000
639.0,4,1,46.796985167636365,1,21.59671366320611,32.64372471781703,0,42.567593307585526,0,7630.0,76.0,13.2664991614216,5.55819659843447,5,1,360.0,1996,140000
872.0,3,1,92.55376829321031,2,20.520522131070848,32.16897594994456,1,43.9203825119955,0,7050.0,25.0,15.362291495737216,5.769902858041296,0,3,1057.0,2001,226000
1254.0,3,0,70.95371461000038,2,23.22413669205098,30.498488261387344,0,30.886890422961002,1,10780.0,55.0,16.852299546352718,4.000545758361262,0,1,911.0,1976,132500
1051.0,2,0,129.20879657381755,0,26.313811446410266,34.55529928625769,1,42.871902220452036,2,14601.0,85.0,24.166091947189145,4.458591057105233,0,0,1838.0,2006,315000
1060.0,3,1,91.76746524551022,6,26.12465277682849,36.93534143485622,0,40.496913462633174,0,14778.0,66.0,8.48528137423857,3.114959002323608,1,4,1296.0,2006,224000
656.0,3,1,121.93414167225232,6,29.257562543673803,32.64372471781703,0,33.88214869219483,1,7931.0,70.0,25.53673824120849,3.4405270557411285,0,1,1148.0,1959,132500
1080.0,3,1,64.1975412557128,6,18.525827841652006,22.077639005434932,0,30.822070014844883,1,9758.0,61.0,14.422205101855956,3.8429166933533505,0,1,950.0,1971,119500
846.0,3,1,61.00688978329491,2,22.50392812258586,27.89395244320056,2,43.71498598878879,0,9554.0,80.0,11.180339887498949,4.654167454103102,0,2,777.0,1994,215000
720.0,3,1,52.53815875790158,3,29.527895566293196,27.060287409469723,0,40.43513323831146,1,8737.0,70.0,16.911534525287763,3.8143666290011233,1,4,1065.0,2007,210000
779.0,3,0,96.42531564327815,6,36.79570398065604,27.060287409469723,1,36.27671429443411,0,11175.0,103.0,4.0,3.114959002323608,0,3,1316.0,2007,200141
742.0,2,1,71.0460239261198,1,38.173090810943506,31.39371202281585,2,37.97367509209505,1,11717.0,79.0,23.895606290697042,4.242568166101798,2,4,1442.0,1970,185000
691.0,3,1,92.23974296735351,0,21.186334902585475,28.644963033041382,1,32.83291031876401,1,12537.0,36.0,21.748563170931547,3.724103951348719,2,1,1078.0,2008,149900
804.0,3,1,107.07833689020217,2,12.777442000470796,29.73681564242545,2,33.46640106136302,3,6970.0,85.0,9.486832980505138,3.692333664094162,0,5,1040.0,1961,129000
640.0,3,1,58.23329856254255,0,9.323024007724324,29.32137793538605,1,37.66961640367472,0,7750.0,74.0,15.684387141358123,5.769902858041296,0,2,408.0,2002,184100
682.0,3,1,34.03962175641151,1,27.6364187146944,20.57841639744503,0,37.26929030716845,1,3378.0,60.0,23.53720459187964,4.998433343049723,3,3,651.0,1992,135000
892.0,3,1,58.33745166739521,3,22.856642488281235,22.077639005434932,2,32.60368077380221,1,9920.0,80.0,10.488088481701515,3.001257356877481,0,1,1056.0,1954,128000
626.0,2,2,147.74215565675524,0,17.673891397585283,36.628336010292685,1,42.33202097703345,2,11846.0,72.0,23.706539182259394,4.094626682873588,0,0,1792.0,2004,374000
983.0,2,1,104.55116664502057,0,20.520522131070848,25.989557292039606,0,34.87119154832539,1,4500.0,32.0,10.770329614269007,5.1430474125000885,0,4,1216.0,1998,164000
764.0,4,1,137.16235767154345,1,26.649209699726814,30.498488261387344,0,41.97618372363071,0,7200.0,60.0,5.5677643628300215,4.458591057105233,1,3,596.0,1962,157000
1112.0,4,0,117.51900105411441,1,30.78175228193283,26.89496078606549,1,44.26059195266146,0,11796.0,59.0,18.708286933869708,4.071827805163969,0,3,847.0,2005,215000
1104.0,3,1,94.81115092461745,2,23.516453916543625,29.785183701009768,2,34.75629439396553,1,11250.0,30.0,9.38083151964686,3.9244755276640784,2,4,1208.0,1977,165000
650.0,3,1,68.809818922497,6,22.90306135514884,23.288629401019595,0,39.03844259188627,1,11344.0,78.0,13.416407864998739,5.169929880374412,0,1,874.0,1958,144000
358.0,3,1,92.31831101258213,6,9.797956811104024,20.57841639744503,0,33.97057550292606,0,5436.0,40.0,13.527749258468683,4.844956368377691,3,5,796.0,2007,125500
1051.0,3,3,114.58648414666794,4,34.57791110596129,26.503873590003586,0,32.37282811247729,1,7200.0,60.0,13.038404810405298,3.4405270557411285,0,1,768.0,1988,98300
728.0,2,1,71.50647236355348,1,16.423585256465394,21.824868547387265,0,29.765752132274432,1,5784.0,50.0,13.527749258468683,3.114959002323608,3,1,190.0,1996,91300
844.0,2,2,107.86499863179279,0,23.314664274981702,31.053478370564402,0,30.708305065568176,1,7032.0,50.0,12.529964086141668,4.319207044853214,0,1,943.0,1979,135960
902.0,3,1,63.01264325332985,0,24.063819842945072,31.121923689105,2,42.04759208325728,0,9803.0,75.0,9.695359714832659,4.977714761080103,0,3,866.0,2005,226700
1177.0,4,1,71.87352576427159,1,37.64673602138924,34.83093240157801,1,50.98038838612354,0,14774.0,108.0,12.84523257866513,3.5554284749760274,0,0,1393.0,1999,333168
900.0,2,1,68.43278822017265,3,23.84712927476871,21.897475541156926,2,30.199337741083,1,10150.0,70.0,1.0,3.724103951348719,0,1,912.0,1958,114500
755.0,2,3,72.33073217486923,4,31.537968817653482,23.053045236078244,0,29.698484809834994,1,12702.0,70.0,17.291616465790582,4.000545758361262,0,1,847.0,1956,97000
511.0,2,1,48.67868322913134,0,34.71377996690362,28.92308255512353,1,36.565010597564445,0,4060.0,34.0,17.4928556845359,4.458591057105233,0,4,1405.0,1999,181000
756.0,2,2,137.10085642473547,0,28.305241929619566,36.18561294421093,2,45.56314299957807,2,13891.0,107.0,8.12403840463596,5.769902858041296,0,6,1990.375,2006,465000
1203.0,4,0,17.68223080379157,5,35.42889033124905,34.29667332472528,2,50.309044912421065,0,12257.0,65.0,22.64950330581225,4.868168045527983,0,2,1318.0,1995,290000
787.0,3,1,78.6432276150815,2,15.315120364228562,20.57841639744503,0,42.04759208325728,0,7200.0,60.0,15.874507866387544,3.8707623747257145,1,1,731.0,2007,175000
878.0,2,2,147.74215565675524,0,27.99957121514293,29.591078027226732,0,40.311288741492746,0,4750.0,44.0,21.93171219946131,4.844956368377691,0,2,1573.0,2007,235000
700.0,4,2,89.30303347931054,3,29.241541593763298,25.609587280985373,1,46.3033476111609,0,17619.5,73.0,21.72556098240043,4.868168045527983,1,4,1444.0,2006,277000
1060.0,3,1,85.31960837385193,1,35.88958356570514,36.737891420353215,0,52.561868307738074,0,13500.0,75.0,19.390719429665317,5.769902858041296,5,6,1237.0,2000,325000
728.0,3,1,81.303194648864,1,26.445009070240275,28.05152891551574,1,43.22036556994862,1,12090.0,78.0,8.602325267042627,5.018788176464503,1,4,585.0,2003,178000
885.0,3,0,137.96032488455276,0,13.648179163651834,29.664066186137568,2,39.05124837953327,0,9100.0,70.0,15.620499351813308,3.755002032520848,0,3,1525.0,2000,235000
1417.5,3,2,99.45476439281973,0,39.5074189456282,33.689587210775464,1,39.63584236521283,0,10991.0,89.0,8.94427190999916,3.755002032520848,0,2,1571.0,2007,239000
702.0,2,1,50.517223121087184,1,30.011352034423474,29.148015354472435,3,28.21347195933177,1,8777.0,67.0,13.490737563232042,4.56801946346782,1,1,796.0,1995,85000
994.0,4,1,104.18706351382659,1,32.85184208339968,26.839552106240394,2,48.703182647543684,1,6600.0,60.0,8.12403840463596,5.769902858041296,6,1,994.0,1965,107500
670.0,3,1,80.27996403447912,1,22.19144427937196,25.989557292039606,2,38.36665218650175,0,10784.0,78.0,8.717797887081348,3.8429166933533505,0,3,384.0,1992,160000
808.0,0,0,85.31960837385193,0,29.225507239022285,24.857214097044178,0,30.983866769659336,1,10246.0,53.0,17.08800749063506,5.096814688707593,5,5,648.0,2001,145000
1104.0,4,0,140.7007307829659,1,28.999602219706027,25.101205588866037,1,42.871902220452036,1,17619.5,60.0,16.911534525287763,3.8707623747257145,0,1,732.0,2005,192140
630.0,3,1,86.55098763704936,2,29.048236190475446,28.233895325893492,2,36.180105030251084,0,10140.0,78.0,9.9498743710662,3.6596397813157457,2,4,1040.0,1999,181000
574.0,3,0,56.974454849082285,1,40.624672024386896,33.10937826718111,1,51.41011573610781,2,13693.0,105.0,25.53673824120849,4.694936111404927,0,0,1990.375,2006,380000
455.0,3,1,84.74120900029955,1,28.067936016383136,18.923086656188183,0,33.63034344160047,1,5720.0,52.0,25.53673824120849,5.0777940744055465,2,1,676.0,1958,66500
1000.0,4,1,137.96032488455276,1,32.391012423077036,25.931577736277863,0,44.27188724235731,1,7596.0,60.0,18.973665961010276,5.204833885734679,0,1,960.0,1952,124500
829.0,3,1,10.13614181055001,6,18.398471708367865,23.977362246466896,0,33.823069050575526,1,9204.0,71.0,1.0,4.747141706939327,0,1,1144.0,1963,124000
811.0,0,1,115.75134076145663,0,19.114069811152696,30.498488261387344,0,32.49615361854384,1,6979.0,64.0,18.973665961010276,4.242568166101798,0,4,1056.0,1980,144000
1417.5,2,1,72.87705077869505,0,28.355700917027054,33.004322380920414,3,26.324893162176366,3,4118.0,113.0,17.320508075688775,3.114959002323608,6,5,693.0,2004,52500
888.0,3,2,125.34416319190626,0,19.383696736079422,30.498488261387344,2,38.65229618017538,0,9236.0,79.0,12.884098726725126,3.4405270557411285,0,4,1479.0,1997,217000
933.0,2,2,136.299777227037,0,17.537450835526535,28.181950518908224,1,40.570925550201586,0,3842.0,44.0,13.19090595827292,4.181504624618073,0,2,1594.0,2005,275000
729.0,3,0,62.01472326651941,2,24.23508957661868,24.48521235440207,0,29.393876913398138,1,7180.0,60.0,17.320508075688775,4.667918115902395,1,1,864.0,1972,127000
876.0,3,0,117.24812784943197,0,24.53051769659679,34.25665091164907,2,39.57271787481876,0,9000.0,75.0,6.0,5.479346754533766,0,2,1566.0,2008,262500
660.0,3,1,80.70727925077175,6,13.890039018894315,28.56848616976243,0,37.3496987939662,1,12936.0,40.0,15.033296378372908,5.058456793156855,2,4,723.0,1972,162000
728.0,2,1,34.03962175641151,6,27.230181142689453,29.615434066332387,0,34.75629439396553,1,6240.0,52.0,10.295630140987,3.2662648969738313,0,5,780.0,2004,103000
574.0,4,4,97.6440490448588,1,32.10126853369912,18.021327742464035,0,38.897300677553446,1,6120.0,51.0,23.021728866442675,3.8707623747257145,3,1,939.0,2004,137500
408.0,3,1,65.46626636688084,5,23.912445525941735,30.12086631995325,2,36.9729630946723,1,6240.0,52.0,14.0,4.56801946346782,2,4,884.0,2007,127500
983.0,3,1,94.5017689050046,6,16.498736819484833,25.520840528687387,0,30.903074280724887,1,7742.0,66.0,20.688160865577203,3.755002032520848,1,1,955.0,1966,127000
625.0,3,1,35.88447982446875,1,33.02543685017472,19.354027899259766,0,32.817678162843876,1,9786.0,60.0,11.313708498984761,4.890922788077449,6,7,1007.0,1987,91000
1070.0,3,4,115.75134076145663,3,14.846907930719455,30.404669708171486,1,32.49615361854384,1,17619.5,100.0,6.6332495807108,4.694936111404927,0,1,1056.0,1955,145000
797.0,3,1,39.808908579160175,1,29.385251040370864,31.39371202281585,2,39.408120990476064,0,8125.0,65.0,20.37154878746336,4.000545758361262,0,3,756.0,2006,186500
940.0,3,0,8.628759273436598,0,39.73804901309073,36.46316662942282,2,40.17461885320133,0,11210.0,86.0,15.491933384829668,4.3005246955931264,0,3,1614.0,2006,221500
807.0,3,1,84.07719126646141,5,40.624672024386896,36.93534143485622,2,45.18849411078001,2,12704.0,98.0,17.4928556845359,4.772383679578261,0,2,1990.375,2009,253293
208.0,2,1,82.65531440467072,1,33.885840078087114,23.652665846866633,2,32.7566787083184,1,5400.0,60.0,14.352700094407323,3.356794671726646,2,1,1073.0,1968,108480
213.0,2,1,56.444909759419204,6,19.849921729488553,20.57841639744503,0,35.84689665786984,1,8635.0,50.0,9.055385138137417,3.2180821585371326,0,1,672.0,2001,127000
590.0,4,4,102.20713942890065,6,21.081884706884072,29.88160677991882,1,46.010868281309364,1,12925.0,50.0,12.884098726725126,3.9244755276640784,1,4,1205.0,1970,237500
924.0,2,4,57.71081709331754,3,16.04021372153406,34.236616060744765,2,24.596747752497688,1,9098.0,58.0,6.928203230275509,4.694936111404927,1,5,528.0,2002,86000
720.0,3,1,37.80962189834427,2,24.04228232039012,22.779899896855824,2,33.91164991562634,1,7945.0,70.0,21.2602916254693,3.001257356877481,2,1,1150.0,1959,141000
728.0,3,1,57.81554368896959,1,28.93456282452307,25.931577736277863,0,38.157568056677825,0,8029.0,51.0,14.247806848775006,3.3124486593833944,0,4,728.0,2005,176000
564.0,3,0,102.35460981233093,2,10.936310173207097,30.777656146760513,2,31.606961258558215,2,12122.0,62.0,14.491376746189438,4.582833566723073,5,3,944.0,2007,178400
750.0,3,1,83.24260210391736,1,29.289564345321224,30.215863137352983,2,38.72983346207417,0,8846.0,68.0,16.1245154965971,3.724103951348719,0,4,750.0,2006,173900
978.0,2,4,100.42711585411813,6,20.65622621318378,25.19190261824778,0,36.55133376499413,1,15750.0,90.0,7.483314773547883,4.202225205599542,0,1,1165.0,1953,157000
729.0,3,1,94.19176104663677,0,11.132787746794452,25.873426675110082,2,39.91240408695021,1,7415.0,62.0,6.6332495807108,4.56801946346782,0,4,839.0,2004,193000
1054.0,3,0,107.36480767633329,0,15.562170197341468,35.92394017217869,1,46.73328578219169,2,11308.0,96.0,12.409673645990857,4.913238464604216,0,0,1104.0,2008,335000
925.0,3,1,87.93364152655037,1,39.39637156439814,30.42816058742695,1,39.496835316262995,0,9196.0,113.0,13.038404810405298,5.350132137286602,0,3,1560.0,2003,201000
868.0,3,1,61.612799337796055,5,21.134205209000385,23.188047381951918,0,40.54626986542659,0,9480.0,79.0,14.966629547095765,5.365214466619282,1,1,728.0,1995,146500
720.0,2,0,73.87216772174662,0,13.145671841698793,22.291344179272,0,25.099800796022265,0,1571.5,25.0,12.24744871391589,5.2716535824505,3,5,630.0,2002,86000
648.0,3,1,93.56984945863353,6,22.38450961190251,28.746511717582514,2,33.36165463522455,1,7917.0,93.0,13.19090595827292,3.5554284749760274,1,4,1143.0,1976,148000
1101.0,2,1,111.88603810279015,1,33.75764324532248,36.93534143485622,2,46.604720790924176,0,14154.0,109.0,18.708286933869708,4.355678754201009,0,3,1063.0,2006,280000
550.0,2,1,96.42531564327815,1,25.971822333057005,25.46144945477721,0,36.68787265568828,1,11767.0,70.0,25.53673824120849,3.3124486593833944,1,5,560.0,2000,112000
1417.5,4,0,19.333576408398002,0,34.4785766172142,29.88160677991882,1,51.088159097779204,2,9000.0,75.0,16.1245154965971,5.769902858041296,0,2,1184.0,2007,303477
932.0,3,1,76.63344504959932,1,33.27665177041811,36.93534143485622,1,44.24929377967517,0,10625.0,85.0,10.954451150103322,5.73488038299798,0,3,1026.0,2005,250000
767.0,3,1,9.844711881977467,1,38.447851787158974,36.93534143485622,1,38.31448812133603,0,9612.0,74.0,8.48528137423857,5.350132137286602,0,2,1468.0,2009,244600
432.0,4,3,111.74646963679946,4,25.50497891660938,29.615434066332387,0,41.641325627314025,0,10125.0,75.0,11.958260743101398,4.373486976159252,0,1,1132.0,1977,126000
432.0,3,1,58.12903166194626,6,22.949340333181045,20.57841639744503,0,34.64101615137755,1,11767.0,70.0,6.6332495807108,5.319370649001605,2,1,768.0,1995,130500
438.0,2,1,98.24990706793199,0,19.413317992009166,27.00532734649144,1,39.370039370059054,0,8125.0,65.0,10.0,5.479346754533766,0,3,1092.0,2007,241000
795.0,5,1,83.32629222766388,1,29.99594206840063,27.060287409469723,0,47.22287581247038,1,6204.0,60.0,19.77371993328519,5.607966808027615,0,5,795.0,1985,118500
672.0,3,1,52.3159642740168,1,33.770496743989284,20.57841639744503,0,40.48456495999432,1,10480.0,51.0,18.110770276274835,3.9244755276640784,0,4,1064.0,2002,115000
1417.5,3,1,74.41150402613917,6,15.60280651992348,31.595503802533273,0,29.393876913398138,1,9100.0,70.0,14.422205101855956,3.625966211291244,0,1,864.0,1958,129900
764.0,3,4,42.25772042166866,2,32.8652457079004,27.060287409469723,0,40.26164427839479,0,14145.0,91.0,8.246211251235321,4.000545758361262,1,3,1208.0,1998,202500
504.0,4,1,35.46386976430538,2,20.57496212408828,21.494185980231926,0,31.416556144810016,0,1680.0,25.0,22.58317958127243,3.9244755276640784,3,4,483.0,2007,118000
1281.0,4,2,109.4277903080214,0,18.334310103356916,31.684637159908963,2,50.18964036531842,0,17619.5,42.0,17.11724276862369,3.4405270557411285,0,3,1210.0,1990,335000
600.0,3,1,94.65653786099516,5,32.60912227924167,27.060287409469723,0,36.945906403822335,1,2368.0,25.0,17.663521732655695,3.755002032520848,2,1,765.0,1970,125000
1141.0,4,4,86.30557800434997,1,34.57791110596129,34.83093240157801,0,47.853944456021594,0,11250.0,60.0,10.488088481701515,4.5223941071493154,0,2,1128.0,2002,255900
1347.0,4,0,68.71568012372663,1,36.02950593946792,35.99896627230635,2,50.950956811427986,0,16259.0,111.0,19.235384061671343,5.380104707173157,0,0,1249.0,2006,342643
870.0,3,1,51.19624896687764,3,27.068689623492624,24.48521235440207,0,30.116440692751194,1,8593.0,77.0,8.48528137423857,4.373486976159252,2,5,907.0,1957,109008
804.0,3,1,78.3828821003265,2,19.676983428860414,27.060287409469723,0,38.157568056677825,1,2280.0,25.0,16.492422502470642,3.480152551864461,2,4,855.0,1976,148500
605.0,3,0,97.56815374278868,2,20.077121347520404,29.63976342645334,1,34.49637662132068,1,7728.0,70.0,10.954451150103322,3.001257356877481,2,1,1106.0,1962,132500
870.0,2,1,54.94577093983335,2,25.50497891660938,32.89881516239739,0,29.29163703175362,1,7340.0,69.0,10.954451150103322,5.769902858041296,2,5,858.0,1971,110000
741.0,3,2,147.74215565675524,2,21.160293793765252,29.048331476743193,1,47.148700936505136,1,13651.0,95.0,25.53673824120849,4.071827805163969,2,3,1990.375,1973,244000
1129.0,2,1,79.1623367409911,1,32.99882146444838,32.64372471781703,0,31.701734968294716,3,10434.0,60.0,17.663521732655695,4.458591057105233,0,5,1005.0,1955,115000
809.0,3,1,115.75134076145663,1,28.67214850315648,26.191154543858357,1,43.53159771935783,0,10832.0,50.0,16.492422502470642,4.024807833554388,0,3,712.0,1996,194500
756.0,3,1,105.20458693354337,3,14.07937414564792,25.46144945477721,0,32.2490309931942,1,11200.0,70.0,21.908902300206645,5.018788176464503,0,1,1040.0,1965,129500
1051.0,3,1,89.30303347931054,3,26.181617348378126,27.62866777158246,0,35.552777669262355,1,9300.0,73.0,18.0,5.492861989640988,0,1,1268.0,1960,167500
887.0,3,1,45.71813241746295,1,31.177914060829305,30.54525324088464,1,41.96427051671457,0,10207.0,84.0,16.3707055437449,4.945925297077688,2,3,874.0,2007,227875
672.0,3,0,76.01532848912753,0,24.213780121422456,36.88328109519563,0,32.155870381627054,1,12328.0,60.0,18.303005217723125,4.160399654759579,0,4,1012.0,1976,169900
884.0,2,2,43.88485817953475,5,12.109795357108492,27.032825866927464,0,36.91882988394946,1,17619.5,73.0,13.416407864998739,2.874516325226652,1,3,1385.0,2005,241500
678.0,3,1,147.74215565675524,1,38.109245703855564,28.1298782301408,0,41.09744517606904,1,9855.0,73.0,17.832554500127006,4.5223941071493154,0,4,1436.0,1956,127500
1370.0,2,2,147.74215565675524,0,22.87986947655347,35.980229567767466,1,45.967379738244816,0,10437.0,91.0,25.53673824120849,4.024807833554388,2,2,1990.375,1995,350000
1088.0,3,1,96.42531564327815,0,29.841171973343787,29.73681564242545,2,39.66106403010388,0,9808.0,67.0,10.488088481701515,4.5223941071493154,0,3,1573.0,2002,227000
378.0,3,2,147.74215565675524,0,14.447710868971699,35.62169581300004,1,48.620983124572874,2,12919.0,100.0,25.53673824120849,4.44206912601807,0,0,1990.375,2010,611657
977.0,3,1,92.63217202598187,0,20.493222148261587,32.0597596944395,2,45.09988913511872,0,9375.0,70.0,23.93741840717165,3.755002032520848,0,3,1057.0,1998,219500
829.0,2,4,112.09518922433294,0,19.647942916070495,26.811790932594068,0,35.93048844644336,0,2887.0,90.0,17.378147196982766,3.399445335856626,0,4,1291.0,1997,173000
620.0,2,2,89.22284000920695,6,15.315120364228562,28.644963033041382,3,29.29163703175362,1,7207.0,50.0,10.723805294763608,3.8707623747257145,1,1,858.0,2008,116500
560.0,2,4,41.10873495346826,3,21.495204962910094,22.077639005434932,0,35.4682957019364,1,9060.0,60.0,7.937253933193772,5.707213834685283,0,4,560.0,1999,105000
739.0,1,1,51.42137617531131,3,12.884135397790445,20.81225293349444,0,20.92844953645635,3,8400.0,60.0,22.978250586152114,3.755002032520848,0,8,290.0,1965,60000
728.0,3,1,41.74941805051054,2,23.999120304152456,27.060287409469723,1,37.416573867739416,1,7844.0,74.0,14.247806848775006,4.000545758361262,1,4,672.0,1978,149500
192.0,2,1,98.0986590918316,1,31.835610148062486,20.57841639744503,0,30.886890422961002,3,6305.0,50.0,17.233687939614086,3.8143666290011233,1,1,920.0,2004,119750
1194.0,3,2,78.20902285134436,0,26.029292617061564,32.0597596944395,2,38.01315561749642,1,12095.0,107.0,10.723805294763608,5.769902858041296,2,4,1127.0,1964,158000
504.0,2,2,68.71568012372663,6,11.635185559384796,29.271985291894214,1,32.7414110874898,1,3675.0,35.0,8.94427190999916,3.480152551864461,0,4,547.0,2005,148000
439.0,4,3,76.98528290354494,4,17.08305657211095,31.550810527221575,3,40.792156108742276,1,9825.0,75.0,16.1245154965971,2.874516325226652,0,1,1113.0,1965,100000
689.0,5,1,17.68223080379157,1,30.737249859644262,27.087712107714744,0,46.195237849804386,0,11888.0,80.0,17.88854381999832,4.319207044853214,2,4,844.0,1994,214500
1254.0,4,4,65.75691390516317,6,25.524688587112784,25.342116744069088,0,52.561868307738074,1,12168.0,78.0,17.663521732655695,3.755002032520848,2,2,965.0,1998,359100
912.0,4,0,102.35460981233093,1,31.722728509743796,30.498488261387344,3,42.708313008125245,1,9400.0,94.0,18.439088914585774,4.56801946346782,0,4,912.0,1971,139000
