2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearRemodAdd
918.0,3,1,86.55098763704936,0,22.48011991345718,21.49418598023193,2,32.68026927673638,1,8414.0,70.0,6.324555320336759,3.9244755276640784,3,4,1059.0,2003
887.0,3,1,87.93364152655037,0,22.5751287347244,28.1298782301408,3,32.863353450309965,0,7500.0,63.0,10.954451150103322,4.611900562248223,0,3,1080.0,2005
524.0,3,0,56.868786551052175,0,37.08646283983565,29.73681564242545,2,41.23105625617661,0,9135.0,70.0,10.954451150103322,3.2662648969738317,0,4,1682.0,2003
630.0,3,0,63.01264325332985,2,12.337858995333963,25.46144945477721,1,31.304951684997057,1,9750.0,75.0,11.489125293076055,3.692333664094162,0,1,980.0,1967
896.0,3,1,104.76925301837346,1,30.317044721984264,29.34603273756636,0,34.292856398964496,1,6240.0,52.0,14.7648230602334,4.977714761080103,2,4,816.0,1991
596.0,3,2,130.1002562141019,0,25.306606293759025,34.55529928625769,1,42.42640687119285,0,14331.0,85.0,25.099800796022265,4.611900562248223,0,2,1800.0,2002
866.0,3,0,96.50176426362688,2,15.683630751889716,30.498488261387344,0,30.983866769659336,1,9873.0,60.0,12.649110640673518,5.831949754604384,0,5,960.0,1970
1129.0,4,1,91.76746524551022,0,21.772671684209406,30.823855928076,2,47.90615826801394,0,13346.0,69.0,9.219544457292889,3.8707623747257145,0,3,1095.0,2000
1332.0,3,1,110.90678330154714,0,27.930951703728017,36.93534143485622,0,40.66939881532551,0,8125.0,113.0,17.175564037317667,5.238722405987078,0,3,1654.0,2002
567.0,4,1,105.13210863295404,0,21.520648668917897,30.40466970817149,2,35.52463933666322,0,7200.0,60.0,8.246211251235321,5.096814688707593,0,4,1262.0,2006
504.0,2,1,61.713430237928,2,12.109795357108492,21.49418598023193,0,31.416556144810016,1,1680.0,25.0,15.231546211727816,4.474877983269779,0,4,483.0,1971
732.0,2,0,65.75691390516317,0,33.56392744219593,27.920297198681222,2,38.52272056851645,2,9037.0,64.0,5.656854249492381,3.6596397813157457,0,2,1476.0,2006
482.0,2,0,134.0036187937213,0,26.64920969972681,34.73283051074503,1,43.95452195167182,2,12444.0,96.0,20.63976744055029,4.425305214639313,0,2,1932.0,2008
864.0,2,1,72.96785958019382,1,31.032091028610694,30.40466970817149,2,41.569219381653056,0,9313.0,65.0,16.3707055437449,4.242568166101798,0,3,864.0,2004
668.0,2,1,50.85742485858546,2,19.29443298236366,27.655348265615,1,35.05709628591621,1,1571.5,25.0,4.0,4.902134434085525,2,4,561.0,1980
778.0,3,4,86.46923207802814,0,16.271785928055646,26.503873590003582,2,29.120439557122072,0,4435.0,37.0,13.0,3.8429166933533514,0,4,848.0,2004
888.0,3,1,70.95371461000038,0,23.89070315646156,31.34863290483951,2,42.76680956068619,0,9548.0,44.0,14.933184523068078,3.8429166933533514,2,3,941.0,2003
857.0,3,1,122.66037707311878,1,29.934180807621196,29.688342423557128,1,45.74931693479149,1,17619.5,46.0,11.090536506409418,4.373486976159252,2,3,791.0,1991
390.0,2,4,9.844711881977467,0,37.13088170728788,28.23389532589349,2,37.01351104664349,0,6442.0,44.0,13.341664064126334,4.094626682873588,0,2,1370.0,2006
924.0,2,0,127.80017761768777,0,23.93415832136013,28.797107566180298,1,41.340053217188775,0,5119.0,50.0,7.745966692414834,4.408292030912418,0,0,1698.0,2000
875.0,3,1,103.52968905217932,1,30.301871967676604,19.97828689530236,0,41.10960958218893,1,8850.0,65.0,12.24744871391589,5.096814688707593,2,3,815.0,1994
551.0,3,1,52.20465152585837,6,35.488472180243754,28.84758541588008,2,46.4327470649756,1,17619.5,38.0,7.071067811865476,4.640250421143799,1,3,1568.0,2003
754.0,0,2,147.19098585820325,0,7.118322296591069,36.568807923979605,1,42.91852746774987,0,17695.875,68.0,17.320508075688775,4.5223941071493154,0,0,1842.0,1987
551.0,3,0,77.33613577960685,0,12.337858995333963,26.672411097160428,2,38.67815921162743,0,17104.0,58.0,10.954451150103322,3.3124486593833944,0,3,654.0,2006
533.0,3,4,99.75457222138483,0,11.132787746794452,22.36198995397545,0,30.199337741083,0,6768.0,65.0,7.280109889280518,3.399445335856626,3,4,912.0,1996
1336.625,4,3,53.42128586866546,3,31.177914060829305,32.64372471781703,2,43.840620433565945,0,7301.0,64.0,22.360679774997894,4.49093658130679,0,3,848.0,2003
1177.0,4,2,10.984592409046815,5,22.9262182617529,30.498488261387344,0,51.82422213598579,0,10380.0,86.0,13.114877048604,4.844956368377691,0,3,1502.0,1987
858.0,3,1,107.36480767633329,2,16.423585256465394,28.23389532589349,2,33.555923471125034,1,17400.0,80.0,17.435595774162696,3.8979380236555183,0,1,1126.0,1977
702.0,3,1,68.52716501254558,0,20.71014142351562,25.727289631387755,1,38.84584919911006,0,7861.0,64.0,12.489995996796797,4.56801946346782,0,4,783.0,2003
840.0,4,1,71.87352576427159,3,31.20695340700533,27.655348265615,1,40.24922359499622,1,10793.0,80.0,16.217274740226856,4.425305214639313,0,1,780.0,1969
665.0,3,1,42.88795338510896,5,30.195335586982164,23.053045236078244,0,41.12177038990418,0,5000.0,50.0,11.704699910719626,5.769902858041296,2,1,1026.0,1967
804.0,3,1,74.14213688644978,2,16.001151618189596,26.503873590003582,1,38.74274125562104,0,7685.0,85.0,10.583005244258365,4.373486976159252,0,4,697.0,1994
716.0,3,1,56.23224225601244,2,20.60210267396616,29.172865491057483,2,34.64101615137755,0,11249.0,105.0,15.297058540778355,3.399445335856626,0,4,1200.0,1995
685.0,2,1,53.85953011712188,3,33.770496743989284,22.36198995397545,0,30.199337741083,1,7800.0,66.0,17.663521732655695,4.890922788077449,0,1,912.0,1964
660.0,3,0,90.50066369045273,0,29.464628158000675,31.19016814414688,2,38.52272056851645,0,8400.0,70.0,10.44030650891055,3.724103951348719,0,3,1473.0,2005
438.0,3,0,46.796985167636365,3,39.85631107034797,36.55505204197653,2,40.57092555020159,0,10656.0,67.0,16.55294535724685,4.640250421143799,0,2,1638.0,2007
1020.0,4,4,72.51311886215325,2,15.883140835988993,30.498488261387344,0,45.95650117230423,1,11075.0,85.0,17.46424919657298,4.222575325652635,0,4,952.0,1969
644.0,4,1,7.314535325971577,1,33.038732159613794,22.745455527701544,3,39.01281840626232,1,6000.0,60.0,20.63976744055029,4.425305214639313,0,1,1008.0,2005
720.0,3,1,87.93364152655037,1,37.307737191383815,28.23389532589349,0,45.628938186199335,0,11426.0,63.0,13.2664991614216,5.769902858041296,0,3,1362.0,2003
438.0,3,1,118.53135617854504,1,38.667562666113135,27.655348265615,2,38.58756276314948,0,9156.0,80.0,8.94427190999916,5.096814688707593,1,4,1489.0,1968
720.0,3,2,127.67164479488795,2,11.132787746794452,28.973268620578512,2,45.12205669071391,1,17619.5,113.0,18.35755975068582,3.755002032520848,0,3,1990.375,1965
534.0,2,1,64.58954081578119,1,29.161235186057397,23.053045236078244,0,30.577769702841312,1,9100.0,50.0,17.663521732655695,4.458591057105233,2,1,742.0,1960
634.0,2,1,31.983373630779237,1,24.46766190859193,21.156774740300317,0,40.43513323831146,0,5310.0,59.0,15.033296378372908,5.831949754604384,3,4,485.0,2003
677.0,3,4,105.05959945482512,0,25.50497891660938,33.974712151835874,1,46.400431032480725,2,11050.0,75.0,14.2828568570857,5.287776988129023,0,0,1440.0,2000
596.0,3,2,84.57550549744727,6,23.516453916543625,29.34603273756636,1,40.69397989875161,1,17619.5,113.0,10.583005244258365,4.355678754201009,0,4,1080.0,1960
649.0,4,0,122.85797952544677,2,23.178674604920708,27.920297198681222,2,39.84971769034255,0,10264.0,78.0,13.527749258468685,3.518422771232625,0,3,1588.0,1999
648.0,4,1,64.98009011447908,6,24.57228754553173,22.14917201814431,0,39.4715087119811,1,13710.0,75.0,17.320508075688775,4.56801946346782,0,1,910.0,1998
764.0,6,1,14.07531115970156,0,37.98105370979557,24.48521235440207,0,41.569219381653056,1,10624.0,70.0,9.16515138991168,5.831949754604384,6,1,1728.0,1964
745.0,4,1,84.07719126646141,1,33.589855871832945,24.48521235440207,0,42.36744032862972,1,12150.0,81.0,18.303005217723125,5.831949754604384,0,1,1050.0,1954
694.0,3,1,102.86972668916724,2,19.053392870031264,29.34603273756636,1,33.793490497431605,1,4224.0,44.0,17.291616465790582,4.772383679578261,0,1,1142.0,1976
684.0,5,0,64.98009011447908,1,34.278569590533735,22.91700335716336,0,42.28474902373195,1,11250.0,67.0,8.602325267042627,3.9244755276640784,0,5,1104.0,1989
1151.0,3,1,0.8641711782526985,1,31.3226983989731,26.89496078606549,1,45.11097427455984,0,9505.0,78.0,13.41640786499874,4.071827805163969,0,3,884.0,2001
862.0,2,1,80.0229025378065,1,29.51209812715007,27.972887967095048,2,40.32369030731191,0,2628.0,36.0,10.295630140987,3.4405270557411285,0,3,764.0,2003
761.0,3,1,80.79257538278804,6,20.844031530873256,30.40466970817149,0,37.8021163428716,0,14585.0,75.0,9.219544457292889,4.998433343049723,2,4,1144.0,1987
793.0,3,1,67.86484283295012,1,29.965085767072352,29.88160677991882,2,43.98863489584554,1,12384.0,66.0,15.264337522473747,5.0288331866181615,1,3,793.0,1976
742.0,3,1,98.92875377764533,1,31.891821079827952,27.681994666762684,2,41.10960958218893,1,8063.0,110.0,11.6619037896906,4.071827805163969,0,4,924.0,2000
467.0,3,1,78.29598212963039,3,30.34735541664068,22.50241701299122,0,37.1887079635741,1,11600.0,80.0,13.228756555322953,4.000545758361262,0,4,1383.0,1960
1281.0,2,1,64.49167764355288,3,22.995480513465647,23.652665846866636,0,28.861739379323623,0,5400.0,90.0,20.615528128088304,3.724103951348719,1,1,833.0,2000
571.0,3,4,69.1855879471849,0,31.93387958705601,36.518335407541976,2,44.29446918070021,0,8760.0,73.0,10.04987562112089,4.772383679578261,0,3,1391.0,2006
252.0,3,1,85.07201933992047,6,19.114069811152696,28.517349985371,0,34.161381705077446,1,8731.0,98.0,17.46424919657298,4.5223941071493154,0,1,915.0,2008
701.0,3,1,76.4571536340767,1,29.810070367504885,25.727289631387755,1,38.52272056851645,0,10237.0,65.0,15.968719422671311,4.5223941071493154,0,4,783.0,2007
1032.0,5,4,141.84789015554358,1,33.038732159613794,19.140109705951307,0,47.01063709417264,3,9900.0,90.0,8.94427190999916,4.071827805163969,6,4,1008.0,1996
940.0,3,1,141.3655793973202,1,34.10207255377385,28.103794016070765,2,37.01351104664349,1,10400.0,80.0,13.74772708486752,4.844956368377691,0,3,1090.0,1976
720.0,2,1,78.90304454961712,1,37.37372325133696,27.972887967095048,2,36.98648401781386,0,6792.0,40.0,9.69535971483266,3.724103951348719,0,3,1368.0,2006
983.0,2,1,104.55116664502056,0,20.520522131070848,25.989557292039606,0,34.87119154832539,1,4500.0,32.0,10.770329614269007,5.1430474125000885,0,4,1216.0,1998
795.0,3,1,127.80017761768777,1,39.45700328476153,36.91950750340523,2,40.0,0,14230.0,110.0,25.29822128134704,4.242568166101798,0,2,1566.0,2007
886.0,3,0,101.98568717205342,6,18.65192220021384,27.46786221793659,0,44.86646854834911,1,9920.0,92.0,24.49489742783178,5.18751265909374,0,3,1117.0,1997
1070.0,4,4,17.893404967745976,0,37.00853035981058,30.498488261387344,2,49.61854492022111,0,17695.875,110.625,21.354156504062622,5.204833885734679,0,3,1392.0,2006
688.0,3,3,105.05959945482512,4,23.53871561541032,23.977362246466896,0,42.08325082500163,1,17619.5,100.0,8.660254037844387,3.8429166933533514,6,1,844.0,2006
605.0,3,1,61.41123554630657,1,32.55480550241952,23.18804738195192,0,39.71145930332956,3,6435.0,65.0,18.49324200890693,4.373486976159252,0,4,972.0,2005
534.0,2,1,54.18679339024201,2,23.04148297340817,24.04161381362967,1,37.06750598570128,1,5400.0,90.0,14.491376746189438,4.319207044853214,2,5,840.0,2004
630.0,3,1,86.55098763704936,2,29.048236190475446,28.23389532589349,2,36.180105030251084,0,10140.0,78.0,9.9498743710662,3.6596397813157457,2,4,1040.0,1999
994.0,2,1,96.1191464429008,2,27.40792926592133,29.90564777388243,3,28.0,0,6130.0,50.0,23.706539182259394,3.755002032520848,2,1,784.0,1995
332.0,3,1,36.57900415345499,5,18.557468449766223,22.36198995397545,0,33.04542328371661,1,11616.0,98.0,10.770329614269007,3.114959002323608,0,1,1092.0,1962
804.0,3,1,107.07833689020217,2,12.777442000470796,29.73681564242545,2,33.46640106136302,3,6970.0,85.0,9.486832980505138,3.692333664094162,0,5,1040.0,1961
896.0,1,0,30.925179161072396,6,26.722880324860792,28.695797124350428,0,25.099800796022265,1,1936.0,29.625,15.684387141358124,4.391021946582804,2,5,630.0,1970
709.0,2,1,60.90554740021225,5,24.14968237699577,22.882827885166986,1,43.2087954009366,1,10708.0,50.0,25.53673824120849,3.5554284749760274,0,1,1617.0,1993
441.0,3,0,52.427133129255694,1,40.624672024386896,29.197687467538223,2,42.28474902373195,2,11838.0,70.0,17.74823934929885,5.357697626435312,0,2,1753.0,2001
862.0,3,2,60.09106376382013,0,28.93456282452307,22.641712249054944,2,37.82856063875548,1,9150.0,101.0,17.46424919657298,4.998433343049723,0,4,1099.0,1962
547.0,3,1,78.72989180058691,1,34.21569632279931,24.48521235440207,0,33.15116890850155,0,9525.0,75.0,15.874507866387544,5.0288331866181615,2,1,1099.0,2006
941.0,4,1,67.38932169946293,3,24.34121773524234,28.311575336426777,0,46.44351407893249,0,14200.0,88.0,17.578395831246947,4.425305214639313,2,3,924.0,1966
551.0,2,1,108.93204242229254,5,28.067936016383136,27.060287409469723,2,30.95157508108432,1,4928.0,65.0,7.071067811865476,4.319207044853214,2,4,958.0,1976
730.0,4,1,123.38396036779982,0,19.7637300964391,34.01518194509152,1,47.15930449020638,2,8834.0,74.0,14.696938456699067,4.202225205599542,0,0,1462.0,2005
698.0,3,1,63.01264325332985,1,28.43949684148928,25.46144945477721,0,37.36308338453881,1,8730.0,60.0,10.04987562112089,3.8429166933533514,1,4,698.0,2003
886.0,2,3,7.314535325971577,4,32.55480550241952,26.503873590003582,0,32.2490309931942,1,7200.0,60.0,6.0,4.373486976159252,0,5,920.0,2007
956.0,3,1,43.38813686440743,0,29.590956634360342,32.771603329020735,2,44.12482294582042,0,12552.0,100.0,12.0,5.238722405987078,0,3,991.0,2005
504.0,3,1,104.33279893330808,2,19.64794291607049,29.929663007162063,0,29.899832775452108,1,9800.0,70.0,21.02379604162864,3.4405270557411285,1,1,894.0,1972
902.0,3,1,86.30557800434997,6,26.20056397641,29.048331476743197,0,35.09985754956849,1,11120.0,51.0,16.73320053068151,4.537805041432114,2,4,1232.0,1984
840.0,3,1,77.24851436126191,2,28.43949684148928,27.62866777158246,1,35.369478367654786,1,8800.0,80.0,20.615528128088304,5.058456793156855,2,4,1251.0,1964
860.0,3,1,55.37661637375502,1,34.726090959925735,29.34603273756636,3,33.76388603226827,1,17217.0,90.0,11.180339887498947,4.242568166101798,0,1,1140.0,2006
755.0,2,2,109.56917770037664,6,22.167135011816097,23.053045236078244,0,36.4417343165772,1,16905.0,113.0,17.029386365926403,4.935131911384795,2,1,1350.0,1959
981.0,3,1,86.22367928965451,2,22.118397249068455,21.34507803778443,0,32.2490309931942,1,6897.0,75.0,14.933184523068078,4.935131911384795,3,1,1040.0,2010
332.0,4,0,68.809818922497,6,22.6695458181648,24.04161381362967,0,29.393876913398135,1,15523.0,36.0,18.97366596101028,3.518422771232625,2,1,864.0,1972
625.0,3,1,92.08248298308196,0,20.217223280563523,30.498488261387344,1,32.2490309931942,0,12464.0,82.0,10.583005244258365,4.391021946582804,0,1,1040.0,1996
745.0,3,2,87.85268054940391,0,30.24106436266738,30.521882720586994,2,38.74274125562104,0,10335.0,78.0,13.527749258468685,3.518422771232625,0,3,1490.0,1999
739.0,2,0,93.25793640577524,2,26.722880324860792,28.746511717582518,2,29.73213749463701,0,9180.0,67.0,16.3707055437449,5.303680682341282,1,1,840.0,1983
755.0,3,1,108.79014395839326,5,29.14513336698593,28.02534781407669,1,41.617304093369626,0,9206.0,77.0,18.33030277982336,4.024807833554388,0,4,741.0,1985
1178.0,3,1,52.20465152585837,3,25.894895284809063,27.060287409469723,0,52.22068555658763,0,10570.0,70.0,21.54065922853801,4.553011688731978,3,2,853.0,1994
1218.0,4,1,119.0019611297577,2,37.93817312628848,29.688342423557128,1,50.23942674832188,0,9600.0,80.0,16.852299546352718,5.096814688707593,0,2,1990.375,1981
679.0,3,0,67.29397081521206,2,10.869756739676893,28.1298782301408,2,38.262252939417984,1,12886.0,70.0,21.2602916254693,3.625966211291244,2,1,520.0,1999
860.0,3,2,76.63344504959932,2,19.114069811152696,21.49418598023193,0,28.5657137141714,1,8314.0,76.0,20.615528128088304,5.115528971831487,1,1,816.0,1982
1336.0,4,1,101.39369049813948,0,21.872279111969306,32.72905167612935,1,51.10772935672255,0,12203.0,98.0,25.53673824120849,4.048561469468635,0,2,1225.0,1999
739.0,4,1,63.01264325332985,1,32.527594736361536,25.342116744069088,0,41.340053217188775,0,2522.0,25.0,7.071067811865476,3.8707623747257145,0,3,970.0,2004
702.0,3,0,91.45177959956546,0,10.024511503194512,25.580050096609853,1,38.60051813123757,0,15384.0,60.0,13.856406460551018,4.56801946346782,0,3,788.0,2005
524.0,3,0,112.86002230518176,0,14.265210314213745,28.23389532589349,2,33.94112549695428,1,14112.0,92.0,9.273618495495704,5.831949754604384,1,1,1152.0,1964
756.0,3,1,104.91448827649111,2,16.647585578860145,21.34507803778443,0,33.13608305156178,1,7390.0,113.0,12.288205727444508,5.169929880374412,1,1,1098.0,1955
885.0,3,0,137.96032488455276,0,13.648179163651834,29.664066186137568,2,39.05124837953327,0,9100.0,70.0,15.620499351813308,3.755002032520848,0,3,1525.0,2000
888.0,3,1,89.14260211272806,0,18.58903071141539,27.681994666762684,2,45.93473631142341,0,8880.0,70.0,25.53673824120849,5.18751265909374,0,3,948.0,2002
1067.0,3,4,46.796985167636365,1,40.624672024386896,29.88160677991882,1,41.352146256270665,0,12118.0,43.0,10.392304845413264,4.071827805163969,0,3,1710.0,2005
896.0,3,1,53.85953011712188,1,29.225507239022285,25.844286401636328,1,40.69397989875161,0,6931.0,60.0,9.591663046625438,5.169929880374412,0,3,746.0,2004
648.0,3,1,86.63269567695123,6,19.70596122972962,29.148015354472435,2,49.13247398615299,1,10800.0,60.0,11.916375287812984,3.8429166933533514,6,1,954.0,1970
1237.0,3,0,133.62897120757836,0,13.500150338049156,36.3339983893049,1,52.08646657242167,2,14948.0,67.0,16.3707055437449,4.425305214639313,0,0,1452.0,2008
518.0,3,2,49.14222496914842,5,23.759621962562623,23.08689241021283,2,36.08323710533743,0,9350.0,85.0,10.392304845413264,5.479346754533766,1,4,1302.0,1991
653.0,4,1,83.15886018235881,6,24.779555025693828,30.498488261387344,0,44.50842616853577,0,7804.0,65.0,16.941074346097416,3.97575269219812,4,5,1122.0,2002
871.0,3,0,136.0527038135802,0,20.465868477758047,31.86190299767266,2,41.15823125451335,0,10084.0,75.0,13.638181696985855,4.262216214182815,0,2,1686.0,2005
977.0,2,0,71.59834387700845,0,6.884241257361039,22.36198995397545,3,27.459060435491963,1,6780.0,60.0,10.954451150103322,4.458591057105233,3,4,520.0,1982
896.0,4,1,64.58954081578119,3,22.78674947533373,28.517349985371,2,44.64302857109943,1,14803.0,80.0,15.874507866387544,4.425305214639313,0,4,825.0,1971
514.0,3,1,107.8649986317928,1,31.7227285097438,19.60679526795164,0,37.76241517699841,0,7642.0,55.0,16.3707055437449,5.769902858041296,3,3,912.0,1998
1203.0,4,0,17.68223080379157,5,35.42889033124905,34.29667332472528,2,50.309044912421065,0,12257.0,65.0,22.64950330581225,4.868168045527983,0,2,1318.0,1995
1196.0,3,4,64.98009011447908,1,33.35537829416844,24.391045321510827,0,49.02040391510457,1,17619.5,79.0,15.652475842498529,5.18751265909374,1,3,1032.0,1969
756.0,2,1,64.98009011447908,0,20.976663940590665,27.060287409469723,0,38.88444419044716,0,2117.0,71.0,22.64950330581225,3.625966211291244,0,4,756.0,2000
600.0,3,1,99.00400369389634,2,26.048406850947323,29.73681564242545,1,37.5632799419859,1,11900.0,85.0,14.45683229480096,4.654167454103102,0,3,1386.0,1977
408.0,3,4,92.55376829321033,0,15.723821500353203,33.628065081255215,1,37.97367509209505,0,10357.0,113.0,8.717797887081348,5.769902858041296,0,3,910.0,1991
785.0,3,1,98.40101151208472,0,13.09394141394742,27.89395244320056,0,41.48493702538308,0,8462.0,70.0,10.246950765959598,4.734310393393225,0,4,928.0,1994
720.0,3,0,114.38016089255636,1,35.85447058723608,28.23389532589349,2,35.12833614050059,0,11049.0,85.0,18.708286933869708,3.5554284749760274,0,2,1234.0,2007
408.0,3,1,59.783890534287416,3,21.57140281807169,20.57841639744503,0,37.094473981982816,1,9492.0,79.0,9.9498743710662,4.747141706939327,0,1,768.0,1964
848.0,2,1,102.05953755224589,0,23.95584164710402,29.88160677991882,1,36.38681079732051,0,6240.0,48.0,13.2664991614216,3.8143666290011233,0,2,1324.0,2006
896.0,1,1,7.314535325971577,0,36.95270786795045,27.52160250228657,1,38.78143885933064,0,3182.0,43.0,4.0,5.238722405987078,0,3,1346.0,2006
1286.0,4,1,60.09106376382013,1,32.59555614304991,26.756154217284617,1,47.86439177509728,0,8738.0,66.0,17.378147196982766,5.519433952385237,0,3,975.0,1999
941.0,3,1,36.57900415345499,1,27.390233130642144,22.07763900543493,0,33.28663395418648,0,7449.0,57.0,22.978250586152114,4.160399654759579,1,3,637.0,1967
744.0,3,1,77.5111959324163,1,18.430430833931823,27.060287409469723,0,39.344631145812,0,2308.0,29.625,10.392304845413264,4.116976752165871,2,4,804.0,1976
790.0,3,1,46.915926161170326,3,24.59313253377192,27.52160250228657,0,36.6333181680284,1,9790.0,89.0,25.53673824120849,4.071827805163969,0,4,1372.0,1967
1101.0,2,1,26.620519327247894,2,25.10586325730558,20.966277472803508,0,28.08914381037628,1,6000.0,50.0,17.832554500127006,5.221901326669968,0,1,789.0,1977
514.0,2,1,44.131947107702345,2,28.869299781106594,22.184826163146653,0,30.854497241083024,1,8475.0,102.0,17.0,5.303680682341282,1,5,952.0,1956
560.0,3,1,57.92015467789157,2,15.803767198310812,30.498488261387344,2,33.689761055846034,0,7200.0,60.0,8.12403840463596,4.242568166101798,5,3,560.0,2007
708.0,2,1,72.87705077869505,3,25.70105257055092,24.04161381362967,0,32.4037034920393,1,9600.0,80.0,9.9498743710662,3.724103951348719,2,1,1050.0,1956
1257.0,4,1,89.86315120961837,1,33.06529807812214,25.63907964457777,2,47.61302342846965,0,8068.0,85.0,8.48528137423857,4.024807833554388,0,4,1010.0,2002
430.0,2,1,27.774216590918765,1,28.43949684148928,29.34603273756636,2,33.58571124749333,1,7500.0,60.0,16.431676725154983,5.532497591360789,6,5,698.0,2004
